Company A,Company B,start,end,Sentence,Type,Degree,Url
Rectron,Mustek,60,44,"A wholly-owned subsidiary of the JSE-listed Mustek Limited, Rectron has a broad national footprint with the ability to service resellers and retailers across Southern Africa.",financial,direct,https://techcentral.co.za/rectron-buys-erp-firm-palladium/75069/; https://www.businesswire.com/news/home/20190728005044/en/Vertiv-Collaborates-with-Rectron-to-Help-Tackle-Power-Shortages-in-South-Africa
Rectron,NZXT,56,65,"According to Frans Smit, category head of Components at Rectron, NZXT is a valuable addition and will strengthen the distributor's PC gaming offering.",tech,direct,https://www.itweb.co.za/content/KA3WwqdDKlrqrydZ
Rectron,NZXT Middle East & Africa,92,39,"Abdul Hadi Jameel, business manager at NZXT Middle East & Africa, says the partnership with Rectron will empower gaming enthusiasts in new markets to build computer systems which will help them pursue their passion for gaming.",tech,direct,https://www.itweb.co.za/content/KA3WwqdDKlrqrydZ
Rectron,Palladium,0,22,"Rectron buys ERP firm Palladium.. Chen said the deal will allow Rectron resellers to stand out in “the over-saturated ERP software market”.. “Not only will Palladium add value to Rectron’s product line, but we believe that our broad-based resellers will benefit from using the in-house developed ERP software too, as it is feature-packed with functionality that would ordinarily only be available to larger corporates.",financial,direct,https://www.bizcommunity.com/Article/196/545/163665.html
Rectron,Razer,0,95,"Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",tech,direct,https://www.crn.com.au/news/rectron-brings-ram-and-storage-vendor-to-australia-433811
Rectron,Synnex,150,0,"Synnex said the deal is an exclusive distribution deal with Fractal Design, replacing the previous arrangement with Melbourne-based specialist distie Rectron.",tech,direct,https://www.crn.com.au/news/synnex-adds-pc-parts-vendor-fractal-design-to-gaming-portfolio-512089
Rectron,Vertiv,25,0,Vertiv Collaborates with Rectron to Help Tackle Power Shortages in South Africa.,tech,direct,https://www.businesswire.com/news/home/20190728005044/en/Vertiv-Collaborates-with-Rectron-to-Help-Tackle-Power-Shortages-in-South-Africa
Rectron,Vivotec,0,17,Rectron SA named Vivotec distributor.,tech,direct,https://www.itweb.co.za/content/okYbe9MXeWoqAWpG
Rectron,Vivotek,197,84,"The aim of the partnership is to further strengthen and broaden the availability of Vivotek's IP surveillance solutions throughout the South African market, says Etienne Maritz, product manager at Rectron SA.. William Ku, vice president, brand business division at Vivotek, says introducing Vivotek's IP surveillance solution via a trusted, established partner like Rectron is a big step forward to further establish the company's brand in South Africa.. According to Spencer Chen, products director at Rectron SA, there is significant growth potential for IP surveillance demands in the retail industry.",tech,direct,https://www.itweb.co.za/content/okYbe9MXeWoqAWpG
Rectron,Zebra Technologies,0,87,"Rectron, a local distributor of IT solutions, has signed a distribution agreement with Zebra Technologies, a global business with a wide range of scanning, data capture, wireless local area network (WLAN), and printing solutions.",tech,direct,https://www.itweb.co.za/content/wbrpOMgYmoBvDLZn
RichWave,Huawei,0,113,"RichWave, a Taiwanese radio frequency IC designer, previously shipped Wi-Fi radio frequency front-end modules to Huawei.",tech,direct,https://topics.amcham.com.tw/2021/02/taiwan-chipmakers-navigating-us-china-rivalry/; 
ASMedia Technology,AMD,33,130,DigiTimes reports that “Taiwan’s ASMedia Technology is expected to land contract design orders for all mainstream PCIe chips from AMD even after the US chipmaker rolls out X570 motherboard chipsets that support PCIe 4.0 in mid-2019.,tech,direct,https://www.extremetech.com/computing/284887-asmedia-still-likely-building-amd-chipsets; 
ASMedia Technology,Apple,36,0,Apple is speculated to partner with ASMedia Technology to offer the new experience.,tech,direct,https://www.techradar.com/news/apple-could-ditch-intel-in-its-macbooks-and-macs-by-2021-with-usb4-support-to-follow
ASMedia Technology,Asus,23,86,"We worked closely with ASMedia Technology Inc to maximize USB 3.1 performance on both Asus motherboards and our USB 3.1 Card products, ensuring that Asus customers enjoy the very fastest data transfers from the new standard.""",tech,direct,"https://www.tomshardware.com/news/asus-motherboards-usb-31,28616.html"
Kinsus,Apple,27,64,"However, it now seems that Kinsus, a key SiP board supplier for Apple, has the best chance of winning substrate-like HDI order, and ASE Group is likely to grab SiP packaging & testing order.",tech,direct,https://www.prnewswire.com/news-releases/pcb-market-growth-driven-by-automotive-pcb-size-of-which-will-be-worth-619-billion-in-2017-591376101.html
Kinsus,Pegatron,101,13,"But three of Pegatron's subsidiaries, metal-alloy chassis maker Casetek Holdings, IC substrate maker Kinsus Interconnect Technology and own-brand motherboard maker ASRock did not appear to get the memo.",tech,direct,https://www.fudzilla.com/news/mobile/38784-another-apple-partner-reports-lower-profits
Kinsus,Fuyang Technology,151,95,"A new supply chain report today reveals that Flexible PCB (printed circuit board) manufacturer Fuyang Technology, a joint venture between Pegatron and Kinsus Interconnect Technology, has reportedly entered the supply chain of Apple.",tech,direct,https://www.patentlyapple.com/patently-apple/2019/03/chinas-fuyang-technology-joins-apples-iphone-supply-chain-for-flexible-printed-circuit-boards.html
Elite Semiconductor Memory Technology,JMIcron,16,0,JMIcron used an Elite Semiconductor Memory Technology DDR3 SDRAM buffer on this unit.,tech,direct,https://www.tweaktown.com/articles/6396/jmicron-jmf667h-firmware-preview-testing-with-l85a-l85c-and-a19-flash/index.html
Elite Semiconductor Memory Technology,Toshiba,162,4,"The Toshiba A19 sample contains 16 modules of Toshiba A19 19nm Toggle Mode NAND flash memory, the JMF667H 6Gbps 4 channel SSD controller, and one module of ESMT (Elite Semiconductor Memory Technology)",tech,direct,https://www.thessdreview.com/our-reviews/sata-3/jmicron-jmf667h-reference-testing-a19-l85a-l85c-nand-flash-memory/
ALi Corporation,Avatar,49,17,"Prior to joining Avatar, he led global sales for ALi Corporation.",human,direct,https://www.businesswire.com/news/home/20190325005556/en/Avatar-Integrated-Systems-Expands-Executive-Sales-Team-Worldwide
ALi Corporation,iWedia,61,146,"Taipei, Taiwan and Lausanne, Switzerland – June 26th, 2018 – ALi Corporation, a leading innovator and developer of Set-Top Box (STB) chipsets and iWedia, a leading provider of software solutions for TV devices to service operators and Consumer Electronics manufacturers, today announced that they have joined forces to provide a common offering for hybrid DVB+OTT STB.",tech,direct,https://www.eetasia.com/18070502-ali-and-iwedia-announce-common-offering/
ALi Corporation,Cryptography Research ,0,27,ALi Corporation integrates Cryptography Research CryptoFirewall Security Core into Next Generation System-on-Chip Solutions.,tech,direct,https://www.design-reuse.com/news/31158/ali-cryptography-cryptofirewall-security-core.html
ALi Corporation,Sfraf Lite,41,-1,"Sraf Lite was demoed with the support of ALi Corporation, MStar Semiconductor and Cultraview.",tech,direct,https://www.broadbandtvnews.com/2017/05/23/seraphic-launches-new-browser/
VIA Technologies,AlcorMicro,39,91,Sean worked for Multi-Media QA Head of VIA Technologies (2001-2008) and Product Manager of AlcorMicro (2008-2013).,human,direct,https://www.prnewswire.com/news-releases/ces-2021-lydsec-bao-is-the-new-generation-of-cloud-authentication-with-a-multi-factor-solution-301206582.html
VIA Technologies,Android,0,150,"VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",tech,direct,http://linuxgizmos.com/4g-equipped-dual-dashcam-can-tap-into-telematics/
VIA Technologies,Apple Inc.,0,59,"VIA Technologies, Inc, makers of x86 processors, are suing Apple Inc. in the US District Court of Delaware for patent infringement by the chips found inside the iPhone, iPad, iPod, and Apple TV.",law,direct,https://news.softpedia.com/news/VIA-Technologies-Sues-Apple-Over-Chips-Used-in-iDevices-223251.shtml
VIA Technologies,Centaur,91,67,"The company was founded in 2013 and its first CPU core hailed from Centaur, a company that VIA Technologies purchased in 1999.",financial,direct,https://www.tomshardware.com/features/zhaoxin-kx-u6780a-x86-cpu-tested
VIA Technologies,congatec AG,175,66,"Major players operating in the SoM market are Advantech Co., Ltd, congatec AG, Digi International, Inc., Eurotech, Inc., Kontron S&T AG, National Instruments Corporation, and VIA Technologies, Inc., among others.",,direct,https://www.globenewswire.com/news-release/2020/12/08/2141205/0/en/System-on-Module-Market-revenue-to-cross-USD-2-5-Bn-by-2026-Global-Market-Insights-Inc.html
VIA Technologies,Cyrix,78,45,"National Semiconductor would eventually sell Cyrix to Taiwanese chipset maker VIA Technologies, but by then key people had already left and the MII CPU was an uninteresting part that found no buyers.",financial,direct,https://www.electronicsweekly.com/news/business/finance/50-years-in-electronics-hall-of-fame-2010-10/; https://www.techspot.com/article/2120-cyrix/
VIA Technologies,Duane Morris,469,0,"Duane Morris has long represented Taiwanese companies, particularly in intellectual property, corporate and litigation matters. For instance, the firm represents Taiwan Semiconductor Manufacturing Company (TSMC), the world’s largest semiconductor foundry company, in various intellectual property matters in the U.S., including patent infringement litigation, inter partes reviews and patent prosecution. Other Taiwan clients have included Acer, Epistar, AU Optronics, VIA Technologies, Innolux, Nanya Plastics and Giant Manufacturing.",law,direct,https://www.businesswire.com/news/home/20161031005702/en/Duane-Morris-Opens-Taiwan-Office
VIA Technologies,HTC Corp,122,0,"HTC Corp chairwoman and chief executive officer Cher Wang and her husband, Chen Wen-chi, chairman of VIA Labs Inc, attend VIA Technologies Inc’s Christmas concert in Taipei yesterday.",human,direct,https://www.taipeitimes.com/News/biz/archives/2020/12/25/2003749330
VIA Technologies,Linux,0,32,"VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",tech,direct,http://linuxgizmos.com/4g-equipped-dual-dashcam-can-tap-into-telematics/; http://linuxgizmos.com/snapdragon-820e-mini-pc-supports-ai-on-the-retail-edge/
VIA Technologies,MediaTek,0,90,"VIA Technologies, Inc. today announced the launch of the VIA VAB-950 board powered by the MediaTek i500 AIoT platform.",tech,direct,https://news.thomasnet.com/fullstory/new-via-vab-950-board-features-16-gb-emmc-5-1-flash-memory-and-micro-sd-card-slot-40039564
VIA Technologies,Microsoft,136,-1,"The company has already signed up a number of partners, including Askey, Brainium, Compal, Kyocera, STMicroelectronics, Thundercomm and VIA Technologies.",tech,direct,https://techcrunch.com/2019/05/02/microsoft-brings-plug-and-play-to-iot/
VIA Technologies,National Semiconductor,78,0,"National Semiconductor would eventually sell Cyrix to Taiwanese chipset maker VIA Technologies, but by then key people had already left and the MII CPU was an uninteresting part that found no buyers.",financial,direct,https://www.techspot.com/article/2120-cyrix/
VIA Technologies,Qualcomm,0,308,"VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",tech,direct, http://linuxgizmos.com/snapdragon-820e-mini-pc-supports-ai-on-the-retail-edge/
VIA Technologies,VIA Labs,147,17,"TAIPEI, Taiwan — VIA Labs, Inc., is a supplier of SuperSpeed USB Silicon and is a wholly owned subsidiary of leading technology platform provider, VIA Technologies,",financial,direct,https://en.ctimes.com.tw/DispNews.asp?O=HJZ7MBA3FA6SAA00NZ
VIA Technologies,Formosa Plastics Group,6,71,"Well, VIA Technologies and HTC both share the same parent company, the Formosa Plastics Group, a Taiwanese conglomerate whose diverse interests include biotechnology, petrochemical processing and production of electronics components.",financial,direct,https://9to5mac.com/2011/09/26/formosa-plastics-group-the-beast-apple-should-have-never-awoken/
Transcend Information,Arrow Electronics,159,137,"Macias brings over 8 years of industry experience and knowledge to the position, having previously served in sales management roles with Arrow Electronics and Transcend Information,",human,direct,https://www.businesswire.com/news/home/20190731006048/en/NKK-Hires-Abraham-Macias-to-Expand-Sales-in-the-Western-Region-of-the-US-and-to-Further-Promote-Design-Solutions-for-SmartDisplay%E2%84%A2-and-Switch-Products
Transcend Information,Eros Group,22,64,"For example: In 2012, Transcend Information Inc. partnered with Eros Group – a Dubai-based distributor of consumer electronics – to distribute the former's memory and storage devices through exclusive channels within UAE",tech,direct,https://www.prnewswire.com/news-releases/global-market-study-on-secure-digital-sd-memory-card-micro-sd-card-to-be-the-largest-segment-by-2022-300374984.html
Winbond,Atmel,96,0,"Atmel’s partner network is said to include IAR, ARM, Free Electrons, Active-Semi, Micron, ISSI, Winbond, Segger, Lauterbach, FreeRTOS, Express Logic, NuttX and Sequitur Labs.",tech,direct,http://linuxgizmos.com/atmel-launches-ultra-efficient-linux-ready-cortex-a5-soc/
Winbond,Apple,108,67,"On top of that, a new DigiTimes report (via MacWorld ) claims that Apple has placed orders for AirPods with Winbond Electronics, and the reports says that Winbond Electronics is among the suppliers for parts for the next generation of AirPods Pro.",tech,direct,https://www.phonearena.com/apple-airpods-pro-2-release-date-price-features-news; https://wccftech.com/airpods-pro-2-launching-h2-2021/
Winbond,Rambus,160,24,"It should be noted that Rambus has licensed a wide range of DPA countermeasures to a number of prominent corporations, such as Boeing, NAGRA, The Athena Group, Winbond, and Idaho Scientific.",tech,direct,https://www.intelligent-aerospace.com/military/article/16544745/protecting-military-electronics-avionics-from-sidechannel-attacks
Winbond,Bootsma,38,0,Bootsma was responsible for marketing Winbond,tech,direct,https://www.prweb.com/releases/risesmart/vpmarketingkarinbootsma/prweb11902018.htm
Winbond,Taikkiso,117,30,"Currently, major customers of Taikkiso in various industries include: Formosa Plastics Corporation, CNPC, UMC, CTCI, Winbond, Innolux, and other large enterprises.",tech,direct,https://www.taiwannews.com.tw/en/news/4186986
Winbond,Qualcomm,56,224,"PLEASANTON, Calif. & TAICHUNG, Taiwan--(BUSINESS WIRE)--Winbond Electronics Corporation, a leading global supplier of semiconductor memory solutions, today announced a new version of QspiNAND Flash designed for use with the Qualcomm® 9205 LTE Modem.",tech,direct,https://www.businesswire.com/news/home/20200615005006/en/Winbond-Introduces-a-New-Unique-and-Innovative-Product-QspiNAND-Flash-for-Use-With-the-Qualcomm%C2%AE-9205-LTE-Modem
Winbond,Cypress Semiconductor,25,98,"That thinking extends to Winbond’s newest DRAM family, called HyperRAM, so called because it uses Cypress Semiconductor’s HyperBus memory interface.",tech,direct,https://www.eejournal.com/article/winbond-the-biggest-little-memory-company/
Winbond,Micron,55,138,"Syed S. Hussain, director of Flash Memory Marketing at Winbond Electronics Corporation America, observes that “Winbond is excited to join Micron with development of XTRMFlash-compatible solutions.",tech,direct,https://www.thessdreview.com/daily-news/latest-buzz/micron-announces-xtrmflash-nor-memory-for-instant-on-applications/
Winbond,Kneron,157,28,"On-device edge AI developer Kneron, has secured additional strategic funding from Taipei-based electronics manufacturer Foxconn, and semiconductor producer, Winbond.. the AI startup specializing in “on-device” edge inferencing applications, has raised additional funding in the form of investments by Taiwanese manufacturing powerhouses Foxconn and Winbond.. Kneron said the investment tie-up will help the startup to collaborate with Foxconn and Winbond in the development of industrial and automotive applications.",financial,direct,https://www.capacitymedia.com/articles/3827533/ai-at-the-edge-attracts-strategic-funding
Winbond,SMIC,91,188,"Paul Cheng, general manager at Taipei-based brokerage Masterlink Securities, said Taiwan’s Winbond Electronics Corp and Macronix International Co Ltd might now be in a position to acquire SMIC’s NOR flash memory business.",financial,direct,https://www.reuters.com/article/china-smic-supply-chain/proposed-u-s-curbs-on-chinese-chipmaker-smic-could-rattle-supply-chains-idINKBN25Z22S?edition-redirect=uk
Winbond,National Semiconductor,181,228,"Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",financial,direct,https://www.timesofisrael.com/the-other-china-seeks-israeli-business-too/
Winbond,Nuvoton,160,0,"Nuvoton Technology Corporation, a leading microcontroller platform solution provider, debuting a new NuMicro® M2351SF chip based on M2351 IoT security MCUs and Winbond TrustME",,direct,https://www.eetasia.com/nuvoton-introduces-numicro-m2351sf/
Winbond,Karamba Security,161,31,"PLANO, Texas--(BUSINESS WIRE)--Karamba Security, a world-leading provider of embedded cybersecurity for connected machines, today announced a collaboration with Winbond Electronics, a leading global supplier of semiconductor memory solutions and a pioneer in certified secure memories, to enhance embedded software security in automotive and other connected industries.",tech,direct,https://www.businesswire.com/news/home/20191023005158/en/Winbond-Electronics-and-Karamba-Security-Partner-for-Embedded-Cybersecurity
Winbond,Tokuyama,199,0,"Tokuyama is a supplier of high-purity chemicals to a number of leading Taiwanese semiconductor companies, including Taiwan Semiconductor Manufacturing Co (台積電), United Microelectronics Corp (聯電) and Winbond Electronics Corp (華邦電子), according to a Ministry of Economic Affairs statement last year.",tech,direct,https://www.taipeitimes.com/News/biz/archives/2020/09/26/2003744072
Nanya Technology,Changxin Memory's,201,29,"Another source familiar with Changxin Memory's plans said the company was expecting capital expenditure of $1 billion to $1.5 billion a year, which already exceeds last year's $650 million spending by Nanya Technology, the world's No.4 DRAM chipmaker.",tech,direct,https://asia.nikkei.com/Economy/Trade-war/China-set-to-produce-first-locally-designed-DRAM-chip
Nanya Technology,Ezmeral,47,75,"In another big win, HPE said DRAM manufacturer Nanya Technology has chosen Ezmeral to improve production by accelerating the rollout of AI projects in its manufacturing facilities.",tech,direct,https://www.crn.com/news/cloud/hpe-steps-up-ai-march-with-standalone-version-of-ezmeral
Nanya Technology,Formosa Advanced Technology Corp,15,152,"DRAM chipmaker Nanya Technology Corp (南亞科技) yesterday said that it plans to spend up to NT$2.05 billion (US$67.62 million) to boost its shareholding in Formosa Advanced Technology Corp (FATC, 福懋科技) to 32 percent to enhance their strategic partnership.",financial,direct,https://www.taipeitimes.com/News/biz/archives/2019/12/14/2003727495
Nanya Technology,Formosa Plastics Group,147,0,"Formosa Plastics Group holds a number of local stock market heavyweights under its umbrella, including Formosa Plastics, Formosa Petrochemical and Nanya Technology.",financial,direct,https://www.patentlyapple.com/patently-apple/2016/11/taiwans-largest-industrial-conglomerate-now-considering-opening-plants-in-america-if-trump-reintroduces-tariffs.html
Nanya Technology,Formosa Taffeta Co,117,12,"FATC parent Formosa Taffeta Co (福懋興業) said it plans to sell a total of 70.76 million shares at NT$35.65 per share to Nanya Technology and Nan Ya Printed Circuit Board to rejuvenate its assets, it said in a filing with the Taiwan Stock Exchange.",financial,direct,https://www.taipeitimes.com/News/biz/archives/2019/12/14/2003727495
Nanya Technology,Fujian Jinhua Integrated Circuit Co.,36,140,Leading Taiwanese chip manufacturer Nanya Technology says its trade secrets have been targeted by two upstart chip manufacturers in China – Fujian Jinhua Integrated Circuit Co. and Hefei Rui-Li Integrated Circuit – and that to date it has lost about 50 employees to targeted poaching efforts.,human,direct,https://topics.amcham.com.tw/2017/10/progress-in-protecting-trade-secrets/
Nanya Technology,Hefei Rui-Li Integrated Circuit,36,181,Leading Taiwanese chip manufacturer Nanya Technology says its trade secrets have been targeted by two upstart chip manufacturers in China – Fujian Jinhua Integrated Circuit Co. and Hefei Rui-Li Integrated Circuit – and that to date it has lost about 50 employees to targeted poaching efforts.,human,direct,https://topics.amcham.com.tw/2017/10/progress-in-protecting-trade-secrets/
Nanya Technology,Hewlett Packard Enterprise,0,125,"Nanya Technology Corporation (Nanya) - the fourth largest manufacturer of dynamic random access memory (DRAM) - has selected Hewlett Packard Enterprise’s (HPE). We are excited to help Nanya Technology Corporation advance its continuous-improvement approach by accelerating the application of AI in its DRAM production,” commented Jon Wang, Managing Director Taiwan, Hewlett Packard Enterprise.",tech,direct,https://www.manufacturingglobal.com/smart-manufacturing/hpe-helps-nanya-boost-manufacturing-productivity
Nanya Technology,Huawei,0,50,"Nanya Technology stopped shipping memory chips to Huawei as of Sept. 15 as the US restrictions took effect, and is waiting for the US government to approve it resuming shipments to Huawei.. Nanya Technology to seek permit to supply chips to Huawei.",tech,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/13/2003745050; https://focustaiwan.tw/sci-tech/202009140020
Nanya Technology,Infineon Technologies AG,139,166,"Taiwan-based Inotera Memories, which specializes in the manufacture of DRAM memory products, was formed in 2003 as a joint venture between Nanya Technology Corp. and Infineon Technologies AG (IFX).",tech,direct,https://www.investopedia.com/companies-owned-by-micron-5092627
Nanya Technology,Inotera,250,88,"US memorychip maker Micron Technology Inc, which previously owned a 33 percent stake in Inotera, in October last year agreed to pay NT$132.5 billion (US$4.39 billion at the current exchange rate) to buy the remaining 67 percent stake in Inotera from Nanya Technology Corp (南亞科技) and a subsidiary of Formosa Plastics Group (台塑集團).",financial,direct,https://www.taipeitimes.com/News/front/archives/2017/09/26/2003679156
Nanya Technology,Inotera Memories,139,13,"Taiwan-based Inotera Memories, which specializes in the manufacture of DRAM memory products, was formed in 2003 as a joint venture between Nanya Technology Corp. and Infineon Technologies AG (IFX).",tech,direct,https://www.investopedia.com/companies-owned-by-micron-5092627
Nanya Technology,Lone Star Silicon Innovations LLC,101,64,In a recent Court of Appeals for the Federal Circuit decision – Lone Star Silicon Innovations LLC v. Nanya Technology Corp – the court relied on the combination of numerous rights retained by the transferer to hold that the transferee did not obtain “all substantial rights” and could not bring suit in its own name.,law,direct,https://www.iam-media.com/litigation/big-fed-circuit-decision-gives-operating-companies-plenty-consider-when-they
Nanya Technology,Micron Technology Inc,250,20,"US memorychip maker Micron Technology Inc, which previously owned a 33 percent stake in Inotera, in October last year agreed to pay NT$132.5 billion (US$4.39 billion at the current exchange rate) to buy the remaining 67 percent stake in Inotera from Nanya Technology Corp (南亞科技) and a subsidiary of Formosa Plastics Group (台塑集團).",financial,direct,https://www.taipeitimes.com/News/front/archives/2017/09/26/2003679156
Nanya Technology,Qualcomm,145,65,"In response to the November ITC and district court suits against Qualcomm last year on semiconductor technology and the subsequent suits against Nanya Technology Corporation and Advanced Micro Devices, Inc., Qualcomm and Nanya have punched back at the PTAB just under the wire, finishing out their filings with another five IPRs.",law,direct,https://www.ipwatchdog.com/2020/11/12/patent-filings-roundup-quiet-week-courts-qualcomm-takes-semiconductor-suits-ptab/id=127291/
Nanya Technology,Synopsys,0,29,"Nanya Technology has adopted Synopsys Inc.’s Custom Design Platform to accelerate the design of advanced memories for leading applications across several high-growth markets, including mobile, automotive, consumer and industrial.",tech,direct,https://www.eetasia.com/synopsys-platform-helps-nanya-accelerate-next-gen-memory-design/
Nanya Technology,Tsinghua Unigroup,26,134,"Charles Kau, president of Nanya Technology, an affiliate of the Taiwanese conglomerate Formosa Plastic Group, is reported set to join Tsinghua Unigroup after announcing his resignation from Nanya on Oct. 5.",human,direct,https://en.yibada.com/articles/71952/20151008/tsinghua-holdings-build-2-7-billion-science-park-fuzhou.htm
Nanya Technology,TSMC,65,130,A veteran industry source regards Taiwanese memory chip provider Nanya Technology as a potential partner or investment target for TSMC.,financial,direct,https://asia.nikkei.com/Business/Companies/Deal-shy-chipmaker-TSMC-says-it-s-open-to-memory-acquisition2
Nanya Technology,Yangtze Memory,115,0,"Yangtze Memory has bought talent from many global players including Samsung, SK Hynix, Micron, Western Digital and Nanya Technology.",human,direct,https://asia.nikkei.com/Business/Technology/China-to-mass-produce-3D-chips-next-year-challenging-Samsung
Scientech,Acer,0,128,"Scientech, a local provider of smart lighting and IoT solutions, exhibited its intelligent street lighting system that utilizes Acer’s BYOC cloud strategy.",tech,direct,https://www.ledinside.com/showreport/2017/2/smart_city_2017_show_report_smart_street_lighting_becoming_the_goto_application
Scientech,Nanya Technology Corp,123,7,Former Nanya Technology Corp (南亞科技) president Charles Kau (高啟全) has teamed up with Taiwanese semiconductor equipment maker Scientech Corp (辛耘) to invest in LVG Semiconductor (Huangshi),tech,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/07/2003744705
Scientech,LVG Semiconductor,87,120,president Charles Kau (高啟全) has teamed up with Taiwanese semiconductor equipment maker Scientech Corp (辛耘) to invest in LVG Semiconductor (Huangshi),financial,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/07/2003744705
Scientech,Trymax Semiconductor Equipment,20,144,"“A partnership with Scientech is a critical component for our expansion strategy in Taiwan” stated Ludo Vandenberk, Executive Vice President of Trymax Semiconductor Equipment. ",tech,direct,https://compoundsemiconductor.net/article/111886/Scientech_Corporation_And_Trymax_Partner_To_Distribute_Resist_Ashing_And_UV_Products_In_Taiwan
Scientech,QualTech ,29,54,"Kurt Mitchell, formerly with Scientech, will serve as QualTech NP's General Manager.",human,direct,https://www.prnewswire.com/news-releases/curtiss-wright-establishes-qualtech-np-97581804.html
