,entity_a,entity_b,entity_spans,sentence,Financial,Partner,People,Technical
40,Fortino Capital,Crane Venture Partners,"[(217, 231), (151, 172)]","Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, LRM, and Innovation Fund.",1.0,0.0,0.0,0.0
41,Fortino Capital,Oqton,"[(288, 302), (10, 14)]","Belgium's Oqton scores $40 million to 'disrupt manufacturing' with a cloud-based production platform Oqton, a young 'Industry 4.0' company started by a duo of former Autodesk executives, has secured more than $40 million in Series A funding in a round led by B2B software investment firm Fortino Capital, PMV and multinational engineering group Sandvik. Belgium's Oqton scores $40 million to 'disrupt manufacturing' with a cloud-based production platform Oqton, a young 'Industry 4.0' company started by a duo of former Autodesk executives, has secured more than $40 million in Series A funding in a round led by B2B software investment firm Fortino Capital, PMV and multinational engineering group Sandvik. Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",1.0,0.0,0.0,0.0
42,Fortino Capital,Sandvik,"[(288, 302), (345, 351)]","Belgium's Oqton scores $40 million to 'disrupt manufacturing' with a cloud-based production platform Oqton, a young 'Industry 4.0' company started by a duo of former Autodesk executives, has secured more than $40 million in Series A funding in a round led by B2B software investment firm Fortino Capital, PMV and multinational engineering group Sandvik. The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",1.0,0.0,0.0,0.0
43,Fortino Capital,David,"[(363, 377), (0, 4)]","David and his team have done an excellent job and we wish them all well in the future.'EQT, based in Stockholm, is the company that is partnering with Marc Ganzi's US group to buy Zayo for $14.3 billion.Earlier this year it dropped a bid to buy Australian company Vocus, but in May it signed an agreement to acquire Maltese operator Melita from Apax Partners and Fortino Capital. Also commended for its innovative financing approach, implementing a dynamic balance sheet management via asset backed securitizations (ABS).EQTNominated for deals including: the US$14.3bn take private transaction for Zayo Group; the acquisition of Melita from Apax Partners and Fortino Capital; the transfer of IP-Only from EQT Mid-Market to EQT Infrastructure for US$1.9bn; and the sale of Tampnet to 3i Infrastructure and ATP. EQT's latest global infrastructure fund has acquired a Maltese telecom operator from Apax Partners and Fortino Capital. has signed an aghe Awards are based on nominations from the global TMT Finance network, and then analysed against the TMT Finance deal date and league tables, with final shortlists then put before an independent judging panel of 20 key deal advisers and industry experts.The shortlists for over 20 further categories will be revealed in the lead up to the awards ceremony at the Leonardo Royal Hotel, London on November 26 and shine a spotlight on the key deals and people transforming the global TMT sector.THE SHORTLISTSTELECOM M&A DEAL OF THE YEAR ' EMEADNA (Finland)Telenor's acquisition of DNA from Finda Telecoms Oy and PHP Holding Oy for E1.5bnAdvised by Barclays (Telenor); Nordea (DNA shareholders)Global Telecoms Holdings (Egypt, Various) ' subject to closingVEON's mandatory tender offer for the remaining shares in GTH for US$2.3bnAdvised by Citi and LionTree (VEON)Inmarsat (UK) ' subject to closium); JPMorgan, PJT Partners, Credit Suisse (Inmarsat).Liberty Global 'Germany and CEE portfolio' (CEE, Various)Vodafone's acquisition of Liberty Global's Germany and CEE portfolio for E18.4bnAdvised by LionTree, Goldman Sachs (Liberty); Robey Warshaw, UBS, Morgan Stanley (Vodafone)United Group (SE Europe, Various)BC Partners' acquisition of United Group from KKR for an undisclosed amount (c. E2.6bn)Advised by Morgan Stanley, LionTree (BC Partners); Credit Suisse (United Group)MID-CAP TELECOM M&A DEAL OF THE YEAR 'EUROPELiberty Global 'DTH' unit (Europe Various)M7's acquisition of Liberty Global 'DTH' portfolio for E180mAdvised by Merrill Lynch International (Liberty Global)KCOM (UK)Macquarie Infrastructure and Real Assetsï¿½ï¿½iberum Capital (Manx Telecom)Melita (Malta)EQT's acquisition of Melita from Apax Partners and Fortino Capital for an undisclosed sumAdvised by Lazard (Apax Partners and Fortino Capital)Ne",0.0,0.0,1.0,0.0
44,Fortino Capital,Apax Partners,"[(363, 377), (345, 357)]","David and his team have done an excellent job and we wish them all well in the future.'EQT, based in Stockholm, is the company that is partnering with Marc Ganzi's US group to buy Zayo for $14.3 billion.Earlier this year it dropped a bid to buy Australian company Vocus, but in May it signed an agreement to acquire Maltese operator Melita from Apax Partners and Fortino Capital. Also commended for its innovative financing approach, implementing a dynamic balance sheet management via asset backed securitizations (ABS).EQTNominated for deals including: the US$14.3bn take private transaction for Zayo Group; the acquisition of Melita from Apax Partners and Fortino Capital; the transfer of IP-Only from EQT Mid-Market to EQT Infrastructure for US$1.9bn; and the sale of Tampnet to 3i Infrastructure and ATP. EQT's latest global infrastructure fund has acquired a Maltese telecom operator from Apax Partners and Fortino Capital. has signed an aghe Awards are based on nominations from the global TMT Finance network, and then analysed against the TMT Finance deal date and league tables, with final shortlists then put before an independent judging panel of 20 key deal advisers and industry experts.The shortlists for over 20 further categories will be revealed in the lead up to the awards ceremony at the Leonardo Royal Hotel, London on November 26 and shine a spotlight on the key deals and people transforming the global TMT sector.THE SHORTLISTSTELECOM M&A DEAL OF THE YEAR ' EMEADNA (Finland)Telenor's acquisition of DNA from Finda Telecoms Oy and PHP Holding Oy for E1.5bnAdvised by Barclays (Telenor); Nordea (DNA shareholders)Global Telecoms Holdings (Egypt, Various) ' subject to closingVEON's mandatory tender offer for the remaining shares in GTH for US$2.3bnAdvised by Citi and LionTree (VEON)Inmarsat (UK) ' subject to closium); JPMorgan, PJT Partners, Credit Suisse (Inmarsat).Liberty Global 'Germany and CEE portfolio' (CEE, Various)Vodafone's acquisition of Liberty Global's Germany and CEE portfolio for E18.4bnAdvised by LionTree, Goldman Sachs (Liberty); Robey Warshaw, UBS, Morgan Stanley (Vodafone)United Group (SE Europe, Various)BC Partners' acquisition of United Group from KKR for an undisclosed amount (c. E2.6bn)Advised by Morgan Stanley, LionTree (BC Partners); Credit Suisse (United Group)MID-CAP TELECOM M&A DEAL OF THE YEAR 'EUROPELiberty Global 'DTH' unit (Europe Various)M7's acquisition of Liberty Global 'DTH' portfolio for E180mAdvised by Merrill Lynch International (Liberty Global)KCOM (UK)Macquarie Infrastructure and Real Assetsï¿½ï¿½iberum Capital (Manx Telecom)Melita (Malta)EQT's acquisition of Melita from Apax Partners and Fortino Capital for an undisclosed sumAdvised by Lazard (Apax Partners and Fortino Capital)Ne",1.0,0.0,0.0,0.0
45,Fortino Capital,Buy Bay,"[(32, 46), (137, 143)]","De investeringsportefeuille van Fortino Capital omvat MobileXpense, Efficy CRM, Odin Groep, Tenzinger, Maxxton, LetsBuild, Teamleader en Buy Bay.",1.0,0.0,0.0,0.0
46,Fortino Capital,MobileXpense,"[(19, 33), (50, 61)]","Eerder investeerde Fortino Capital Partners al in MobileXpense in Belgique en eBuilder Travel in Zweden. De investeringsportfolio van Fortino Capital bestaat onder andere uit MobileXpense, Maxxton, Dobco Medical Systems, LetsBuild, Teamleader, Bloomon. De investeringsportfolio van Fortino bestaat onder andere uit MobileXpense, Maxxton en Teamleader. Fortino Capital Growth PE I, the firm's second fund, dedicated '242 million to smaller companies that were poised for accelerated organic growth, such as MobileXpense (BE), Efficy CRM (BE) and Odin Groep (NL).",1.0,0.0,0.0,0.0
47,Fortino Capital,Jabre Capital Partners,"[(14, 28), (61, 82)]","Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round.",1.0,0.0,0.0,0.0
48,Fortino Capital,Peers,"[(0, 14), (122, 126)]","Fortino Capital, seed + speed Ventures, der Auxxo Female Catalyst Fund und Trumpf Venture investieren 3 Millionen Euro in Peers.",1.0,0.0,0.0,0.0
49,Fortino Capital,der Auxxo Female Catalyst Fund,"[(0, 14), (40, 69)]","Fortino Capital, seed + speed Ventures, der Auxxo Female Catalyst Fund und Trumpf Venture investieren 3 Millionen Euro in Peers.",1.0,0.0,0.0,0.0
50,Fortino Capital,Team Leader,"[(0, 14), (54, 64)]","Fortino Capital's portfolio includes Bloomon, BuyBay, Team Leader, Slick Software Solutions,",1.0,0.0,0.0,0.0
51,Fortino Capital,Slick Software Solutions,"[(0, 14), (67, 90)]","Fortino Capital's portfolio includes Bloomon, BuyBay, Team Leader, Slick Software Solutions,",1.0,0.0,0.0,0.0
52,Fortino Capital,Melita Ltd.,"[(70, 84), (35, 45)]",has signed an agreement to acquire Melita Ltd. from Apax Partners and Fortino Capital.,1.0,0.0,0.0,0.0
53,Fortino Capital,Atlantic Bridge Capital,"[(227, 241), (199, 221)]","Massy-based iObeya, a provider of an Enterprise Visual Management software, has announced raising approximately '15.1 million in a second round of funding from Red River West with participation from Atlantic Bridge Capital and Fortino Capital Partners, bringing the total raised to date to around '17.2 million.",1.0,0.0,0.0,0.0
54,Fortino Capital,Apax France,"[(26, 40), (10, 20)]",Melita to Apax France and Fortino Capital Maltese capital operator Melita is in the process of being sold to Apax France and Fortino Capital. Melita to Apax France and Fortino Capital Maltese capital operator Melita is in the process of being sold to Apax France and Fortino Capital.,1.0,0.0,0.0,0.0
55,Fortino Capital,Mainport Innovation Fund,"[(0, 14), (63, 86)]","Fortino Capital, Participatie Maatschappij Vlaanderen (PMV) en Mainport Innovation Fund (MIF) ' wil SupplyStack Antwerp-based transport management startup SupplyStack raises '5 million Belgian startup SupplyStack, which offers real-time transport monitoring for shippers and logistics companies, has landed '5 million in a funding round from Par",1.0,0.0,0.0,0.0
